id,cancer_type,guideline_source,guideline_title,version_date,section_heading,chunk_index,page_start,page_end,chunk_text,token_count,url
32b76e86-bf59-479f-81a0-5713c92c8a0d,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,45,66,47,47,"NCCN Guidelines for Patients® Glioma, 2024 5 Treatment for high-grade glioma » Key points Key points h High-grade gliomas are rapidly growing and possibly life-threatening tumors. h The main goal of high-grade glioma surgery is to relieve pressure on the brain and safely remove as much of the tumor as possible. h Surgically removing all of a high-grade glioma won't be possible because these tumors have grown deep into the surrounding brain tissue. h NCCN experts recommend that anyone with a high-grade glioma consider a clinical trial as part of their treatment plan. h A high-grade oligodendroglioma is identified by the combination of two biomarkers: IDH mutation and 1p/19q co- deletion. h Glioblastomas are the most common and the most dangerous of the gliomas. More than half of all gliomas in adults are glioblastomas. h In general, older and/or frail adults receive less aggressive treatment. But there are exceptions to this—every person’s case is different. We want your feedback! Our goal is to provide helpful and easy-to-understand information on cancer. Take our survey to let us know what we got right and what we could do better. NCCN.org/patients/feedback",188,NCCN_pdf/brain-gliomas-patient.pdf
2b59edf6-f7b3-42c1-9d4b-697c39d95e2c,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,46,67,48,48,"NCCN Guidelines for Patients® Glioma, 2024 6 Recurrence and progression 47 Low-grade glioma 48 High-grade glioma 48 Rehabilitation 49 What’s next? 50 Key points",24,NCCN_pdf/brain-gliomas-patient.pdf
b863f04b-f592-41ef-9ab7-994d5b3876f0,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,47,68,49,49,"NCCN Guidelines for Patients® Glioma, 2024 6 Recurrence and progression » Low-grade glioma For most people who’ve been treated for a glioma, the tumor will come back even after treatment (recurrence). Or the tumor may keep growing despite treatment (progression). Here’s how you and your treatment team can manage recurrence or progression. After the intense activity and frequent appointments involved with treatment, you’ll begin a new phase of recovery: “watching and waiting.” This quieter, less busy time can also be stressful in its own way. Shifting from the active process of treatment to the inactive period of waiting and wondering can be difficult. No one knows if, when, or how your tumor may come back. So it’s important to keep going to follow-up appointments. You’ll have periodic imaging scans as well as regular physical and neurological exams. For most people, gliomas eventually do return. Very often, the glioma comes back with greater intensity and faster growth than before. Low-grade glioma If you have a low-grade glioma (grade 1 or grade 2) that continues to grow or comes back after treatment, you’ll require additional treatment aimed at minimizing the tumor. Your multidisciplinary care team will meet again and discuss the best options for you. Depending on your situation and what therapy you’ve had before, a recurrent or progressive low-grade glioma can be treated with one or more of these options: h Clinical trial h Surgical resection or biopsy h Radiation therapy plus chemotherapy h Chemotherapy only h Radiation therapy only h Observation (for low-risk disease) h Supportive care",257,NCCN_pdf/brain-gliomas-patient.pdf
e55bbb6a-4364-4560-8f6d-70fee4b563fe,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,48,69,50,50,"NCCN Guidelines for Patients® Glioma, 2024 6 Recurrence and progression » High-grade glioma",13,NCCN_pdf/brain-gliomas-patient.pdf
5dbd863d-fe23-4ffb-875f-1b48de0bf1b7,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,48,70,50,50,"6 Recurrence and progression » High-grade glioma » Rehabilitation High-grade glioma If you have a low-grade glioma that comes back as a high-grade glioma (grade 3 or grade 4) or if you have a high-grade glioma that progresses or comes back, there are still options to treat the tumor. Surgical resection may be possible for certain tumors, such as large tumors or those located all in one area (local tumor). Otherwise, treatment options for recurrent or progressive high-grade glioma include: h Clinical trial h Chemotherapy h Radiation therapy plus chemotherapy h Targeted therapy h TTFields (for glioblastoma only) h Supportive care In certain individuals, more radiation therapy might be an option. Another option in certain cases is chemotherapy combined with targeted therapy. Rehabilitation Because gliomas can impair areas of the brain that control important senses and skills— like speech, vision, hearing, movement, and thinking—you may need rehabilitation after treatment. These health professionals can provide: Physical therapy – Involves training to improve movement, balance, and walking, and increase strength. Occupational therapy – Will assist you in regaining your ability to do day-to-day activities, such as working or taking care of household tasks. Speech therapy – Can help you with difficulties in your ability to speak and communicate. Low vision therapy – For problems such as vision loss, double vision, and blind spots. Neuropsychiatric care – Helps with changes in mood, behavior, thinking, problem- solving, memory, and more. What is pseudoprogression? Pseudoprogression occurs when imaging scans show that the tumor appears to be growing after treatment, but what looks like tumor growth on the images is actually a reaction to treatment. It can be difficult for your doctors to tell the difference between pseudoprogression and real tumor progression based on imaging alone. This is a common situation, and it can be very stressful. Additional imaging or having another biopsy or surgery may be necessary to confirm whether the tumor is truly progressing.",320,NCCN_pdf/brain-gliomas-patient.pdf
2e8cf850-a2ce-4310-a76e-5fc90cff95cb,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,49,71,51,51,"NCCN Guidelines for Patients® Glioma, 2024 6 Recurrence and progression » What’s next? What’s next? You could have several types of treatment for a relapsed or progressive glioma. After any treatment, it’s important to go to follow-up visits and stay in touch with your treatment team. You may eventually reach a point where you want to stop treatment. For some people, how they spend their time is more important than how much time they have left. It’s common to feel frustration, anger, regret, despair, and uncertainty—even all at the same time. Know that you can have a brain tumor and still find happiness after diagnosis and treatment. Try to enjoy life as much as possible. Talk with family or friends. Join a support group to learn how other patients are dealing with their cancer. Or talk to your doctor or another member of your care team. They can point you to professionals who can help you deal with these feelings and guide you toward your next steps. Supportive care is appropriate for anyone, regardless of age, cancer stage, or the need for other therapies. For more information about supportive care and other resources, turn to the next chapter. It’s easy to lose your sense of identity when you have a brain tumor. Find something that ‘feels like you’—reading, yoga, being with family, whatever—and get back to that thing as quickly as you can. Recovering a sense of self amidst the uncertainty of a brain tumor diagnosis can help us maintain our resilience in the face of challenges.” “ Because gliomas can impair areas of the brain that control important senses and skills— like speech, vision, hearing, movement, and thinking—you may need rehabilitation after treatment.",284,NCCN_pdf/brain-gliomas-patient.pdf
5e015b4a-7bb2-49d9-8ee1-02832b5064fe,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,50,72,52,52,"NCCN Guidelines for Patients® Glioma, 2024 6 Recurrence and progression » Key points Key points h Follow-up involves periodic imaging scans as well as regular physical and neurological exams. h For most people, gliomas eventually do return. Very often, the glioma comes back with greater intensity and faster growth than before. h Recurrence is when a tumor comes back after effective treatment. h Progression is when the tumor keeps growing despite treatment. h It’s common for people with cancer to feel frustration, anger, regret, despair, and uncertainty—even all at the same time. h Supportive care is appropriate for anyone, regardless of age, cancer stage, or the need for other therapies. Please allow yourself to accept hard days, difficult moments, or disappointments. Speaking with a behavioral health specialist can help you to prepare for the emotional changes that you may face.”“",140,NCCN_pdf/brain-gliomas-patient.pdf
80615fd8-facc-462d-a2bf-1cd7e79852e7,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,51,73,53,53,"NCCN Guidelines for Patients® Glioma, 2024 7 Supportive care 52 What is supportive care? 52 Anxiety and depression 53 Support groups 53 Financial concerns 54 Survivorship 54 Advance care planning 55 End-of-life considerations 55 Key points",36,NCCN_pdf/brain-gliomas-patient.pdf
26aad2f4-e771-45b0-a466-04ab3a8f3577,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,52,74,54,54,"NCCN Guidelines for Patients® Glioma, 2024 7 Supportive care » What is supportive care?",14,NCCN_pdf/brain-gliomas-patient.pdf
0ce32235-7f47-49be-983b-e59ba3ab95a0,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,52,75,54,54,"7 Supportive care » What is supportive care? » Anxiety and depression Supportive care addresses the symptoms and side effects of cancer and cancer treatments, as well as psychological, social, financial, and spiritual issues. Many resources are available to help you feel better and answer your questions. The main concern for most patients with cancer is to find a treatment that works. Having cancer is about more than just treatment, though. Cancer care can be a rollercoaster that includes many additional physical and emotional challenges. It’s important to know that you can get support for these challenges. What is supportive care? Supportive care (also called palliative care) is for controlling cancer symptoms, relieving the suffering that comes with the diagnosis and treatment of cancer, and improving the quality of life for those with cancer and their loved ones and/or caregivers. Supportive care is given at any stage of disease, not just at the end of life. Supportive care involves the whole person, not just their cancer. Supportive care addresses many needs. Notably, supportive care can help prevent or treat physical and emotional symptoms. It can assist with making treatment decisions and coordinating care between health providers. It can provide aid for psychological, social, and spiritual issues. Supportive care can help you find support groups or patient advocacy organizations. It also helps with finding assistance for financial support, legal issues, advance care planning, and end-of-life concerns. Ask questions and reach out to your treatment team if you need more information about supportive care. Some medical centers have patient navigators or other staff members who coordinate nonclinical supportive care. Anxiety and depression Depression, anxiety, fear, and distress are very common feelings for people with gliomas—as well as their loved ones and caregivers. You may feel anxious or experience depression during a hard part of treatment or because your life is different than it was before your brain tumor. These feelings can make it harder to deal with a brain tumor and with tumor treatment. They can hold you back even when you want to move forward. Tell your treatment team if you're experiencing these symptoms. Getting help when you’re feeling worried or hopeless is an important part of your care. Help can include support groups, talk therapy, or medication. Patient navigators, social workers, and other experts at your medical center can help. Some people also feel better by exercising, talking with loved ones, or relaxing.",403,NCCN_pdf/brain-gliomas-patient.pdf
b77ee48b-6cc3-4719-b650-6206656d0cdd,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,53,76,55,55,"NCCN Guidelines for Patients® Glioma, 2024 7 Supportive care » Support groups",12,NCCN_pdf/brain-gliomas-patient.pdf
38881b87-f210-46af-8d8f-748f8a7087dd,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,53,77,55,55,"7 Supportive care » Support groups » Financial concerns Read more about cancer and distress in NCCN Guidelines for Patients: Distress During Cancer Care, available at NCCN.org/ patientguidelines and on the NCCN Patient Guides for Cancer app. Support groups Many people diagnosed with a brain tumor find support groups to be helpful. A support group provides the opportunity to talk with others who are going through, or have been through, similar experiences. Support groups often include people at different stages of treatment. Some people may be newly diagnosed, while others may be finished with treatment. In a support group, people with common ground share information on their experiences, financial and emotional burdens, coping strategies, and knowledge about research and treatments. A support group can also be a good source of practical advice and helpful tips. Ask your doctors or supportive care team about finding a brain tumor support community. If your hospital or community doesn’t have support groups for people with brain tumors, have a look at the online resources listed on page 65 of this book. Financial concerns The financial cost of a brain tumor can be overwhelming. As a result, many people with brain tumors and their loved ones struggle with the cost of treatment, as well as the stress of paying for it. If you struggle to pay for food, housing, treatment, follow-up care, and other expenses, or you have difficulty getting to appointments, talk with your care team’s social worker, patient navigator, and hospital financial services staff. Many patient advocacy groups also have resources. They can help you find financial support and transportation options. You can also talk to your treatment team about time off from work, health insurance, or money problems. Your team can include information in your treatment plan to help you manage your finances and medical costs. If your doctors and care providers don’t talk about how to pay for treatment, it’s OK for you to ask them about it first. Do whatever you can to connect with a support group. Being diagnosed with a brain tumor can be scary. It is priceless to be able to discuss diagnosis, treatment, or living with a tumor with someone who has gone through similar experiences as you have.” “",374,NCCN_pdf/brain-gliomas-patient.pdf
e93f2a06-b0da-42d4-a2f2-fff1a555d4e5,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,54,78,56,56,"NCCN Guidelines for Patients® Glioma, 2024 7 Supportive care » Survivorship",11,NCCN_pdf/brain-gliomas-patient.pdf
a9fb442e-f5e1-4ece-95cb-dbed95d8676a,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,54,79,56,56,"7 Supportive care » Survivorship » Advance care planning Survivorship Survivorship focuses on the health and well- being of a person with a brain tumor, from diagnosis until the end of life. This includes the physical, mental, emotional, social, and financial effects of the brain tumor that begin at diagnosis, continue through treatment, and arise afterward. Survivorship also includes concerns about follow-up care, late effects of treatment, tumor recurrence, and quality of life. Support from family members, friends, and caregivers is also an important part of survivorship. Read more about survivorship in NCCN Guidelines for Patients: Survivorship Care for Healthy Living and Survivorship Care for Cancer-Related Late and Long-Term Effects, available at NCCN.org/patientguidelines and on the NCCN Patient Guides for Cancer app. Advance care planning When a glioma is diagnosed at an advanced stage or keeps progressing despite all treatment efforts, it may be time to consider what lies ahead. Even when brain tumors are curable, talking about future scenarios should begin when starting treatment. This exploration of what’s important to you is called advance care planning. Advance care planning is for everyone, not just for those who are very sick. Advance care planning means deciding what care you would want if you become unable to make medical decisions for yourself. It’s about making sure that your wishes are understood and respected. Patients with brain tumors can set up an advance care plan early to help them feel less stressed and better able to cope with their condition. Report any unusual feelings of sadness, loss of interest in activities, anxiety, and sleep problems to your doctor. Many people experience these feelings, and they should not go untreated.” “",278,NCCN_pdf/brain-gliomas-patient.pdf
a144ee07-91d9-46aa-896a-3fa1cc9e52d1,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,55,80,57,57,"NCCN Guidelines for Patients® Glioma, 2024 7 Supportive care » End-of-life considerations",12,NCCN_pdf/brain-gliomas-patient.pdf
d9c777bd-d625-4ab0-9831-bcee98e595bd,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,55,81,57,57,"7 Supportive care » End-of-life considerations » Key points End-of-life considerations End-of-life care provides medical, psychological, and spiritual support for people who are close to the end of life as well as the people who love them. The goal is comfort, not a cure. It may also be called comfort care or hospice. Note that hospice is a special kind of end- of-life care. Hospice refers specifically to an insurance benefit for people whose life expectancy is 6 months or less. Hospice supports those at the end of life by bringing in additional care providers and resources such as home care. Providing support for family members is a key part of hospice care. Most programs offer counseling and support groups for family members, including support after the patient has died. It can be very comforting to know that your loved ones will have that kind of support after you’re gone. For more information about supportive care, advance care planning, and end- of-life concerns, see NCCN Guidelines for Patients: Palliative Care, available at NCCN. org/patientguidelines and on the NCCN Patient Guides for Cancer app. Key points h Supportive care is for relieving symptoms and side effects, and for other health issues related to brain tumors. h Supportive care is given at any stage of disease, not just at the end of life. h Supportive care is treatment that involves the whole person, not just their brain tumor. h For help with financial support and transportation options, talk with your care team’s social worker, patient navigator, and hospital financial services staff. h Survivorship focuses on the health and well-being of a person with a brain tumor from diagnosis until the end of life. h Advance care planning is done to ensure that your end-of-life wishes are understood and respected. h Hospice care is for people who are close to the end of life. It’s focused on comfort and quality of life. Don’t be afraid to accept help from friends and family.” “",330,NCCN_pdf/brain-gliomas-patient.pdf
030590a6-daf7-4eb3-8d4c-61f194771cc5,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,56,82,58,58,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions 57 It’s your choice 57 Questions to ask 65 Resources",20,NCCN_pdf/brain-gliomas-patient.pdf
e513c367-203a-4db5-b9ee-f494fb890798,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,57,83,59,59,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions » It’s your choice",14,NCCN_pdf/brain-gliomas-patient.pdf
24163ed6-00ab-4ead-b7e5-44fe21841ee9,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,57,84,59,59,"8 Making treatment decisions » It’s your choice » Questions to ask It’s important to be comfortable with the treatment you choose. This choice starts with having an open and honest conversation with your care team. It’s your choice Treatment decisions are very personal. What is important to you may not be important to someone else. In shared decision-making, you and your care team share information, discuss the options, and agree on a treatment plan. It starts with an open and honest conversation between you and your team. Some things that may play a role in your decision-making: h What you want and how that might differ from what others want h Your religious and spiritual beliefs h Your feelings about certain treatments like surgery or chemotherapy h Your feelings about pain or side effects h Cost of treatment, travel to treatment centers, and time away from school or work h Quality of life and length of life h How active you are and the activities that are important to you Think about what you want from treatment. Discuss openly the risks and benefits of specific treatments and procedures. Weigh options and share concerns with your care team. If you can build a relationship with your care team, you’ll feel supported when considering options and making treatment decisions. Second opinion It’s normal to want to start treatment as soon as possible. While treatment for a glioma shouldn’t be postponed or ignored, there is usually enough time to have another care provider review your test results and suggest a treatment plan. This is called getting a second opinion. It’s a normal part of health care. Even doctors get second opinions! Things you can do to prepare for a second opinion: h Check with your insurance company about its rules on second opinions. There may be out-of-pocket costs to see doctors who are not part of your insurance plan. h Make plans to have copies of all your records sent to the provider or specialist you will see for your second opinion. Questions to ask Possible questions to ask your care team are listed on the following pages. Feel free to use these or come up with your own. Be clear about your goals for treatment and find out what to expect from treatment.",382,NCCN_pdf/brain-gliomas-patient.pdf
71bbc693-a1af-4270-9058-42b5cd8b34d2,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,58,85,60,60,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions » Questions to ask Questions about cancer testing 1. What tests will I have? 2. Do the tests have any risks? 3. Will my insurance pay for all of the tests you’re recommending? 4. What should I do to prepare for testing? 5. Should I bring someone with me to the appointments? 6. Where do I go for testing, and how long will it take? 7. If any of the tests will hurt, what will you do to make me comfortable? 8. Do you offer genetic testing for tumors? If not, where do you refer patients for genetic testing of their tumor? 9. How soon will I know the results and who will explain them to me? 10. How can I get a copy of the pathology report or access my results online?",143,NCCN_pdf/brain-gliomas-patient.pdf
69499f6b-a642-46e6-a5bc-6009d73352f5,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,59,86,61,61,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions » Questions to ask Questions about treatment options 1. What are my treatment options? 2. Does any option offer a cure or long-term cancer control? 3. Is a clinical trial an option for me? 4. Are you suggesting options other than what NCCN recommends? If yes, why? 5. How do my age, sex, overall health, and other factors affect my options? 6. What will happen if I do nothing? 7. What if I am pregnant, or planning to become pregnant? 8. What can be done to prevent or relieve the side effects of the treatments? 9. How do I get a second opinion? 10. How long do I have to decide about treatment, and is there a social worker or someone who can help me decide?",136,NCCN_pdf/brain-gliomas-patient.pdf
269f89ef-e567-4a31-87f0-1bf33d371e06,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,60,87,62,62,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions » Questions to ask Questions about resources and support 1. Who can I talk to about help with housing, food, and other basic needs? 2. What assistance is available for transportation, childcare, and home care? 3. Who can tell me what my options for health insurance are and assist me with applying for insurance coverage? 4. How much will I have to pay for my treatment? What help is available to pay for medicines and other treatments? 5. Who can help me with my concerns about work or school? 6. How can I connect with others and build a support system? 7. Who can I talk to if I don’t feel safe at home, at work, or in my neighborhood?",130,NCCN_pdf/brain-gliomas-patient.pdf
a8d4dbd8-d2a0-468e-b078-af47200a56e7,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,61,88,63,63,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions » Questions to ask Questions about what to expect 1. Does this hospital or cancer center offer the best treatment for me? 2. Do I have a choice of when to begin treatment? 3. How long will treatment last? 4. Will my insurance cover the treatment you’re recommending? 5. Are there any programs to help pay for treatment? 6. What supportive care and services are available to me and my caregivers? 7. Who should I contact with questions or concerns if the office is closed? 8. How will you know if my treatment is working? 9. What are the chances of my glioma worsening or returning? 10. What follow-up care is needed after treatment?",124,NCCN_pdf/brain-gliomas-patient.pdf
fc0ae770-b2ea-4495-b774-a567aadc8a66,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,62,89,64,64,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions » Questions to ask Questions about side effects 1. What are the possible complications and side effects of treatment? 2. Which side effects are most common and how long do they usually last? 3. Which side effects are serious or life-threatening? 4. Are there any long-term or permanent side effects? 5. What symptoms should I report right away, and who do I contact? 6. What can be done to prevent or relieve the side effects of treatment? 7. Do any medications worsen side effects? 8. Do any side effects lessen or worsen in severity over time? 9. Will you stop or change treatment if there are serious side effects?",119,NCCN_pdf/brain-gliomas-patient.pdf
3dd4cbd2-e19f-4161-92bc-90af51ebba35,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,63,90,65,65,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions » Questions to ask Questions about clinical trials 1. How do I find clinical trials that I can participate in? 2. What are the treatments used in the clinical trial? 3. Has the treatment been used for other types of cancer? 4. What are the risks and benefits of this treatment? 5. What side effects should I expect and how will they be managed? 6. How long will I be in the clinical trial? 7. Will I be able to get other treatment if this doesn’t work? 8. How will you know if the treatment is working? 9. Will the clinical trial cost me anything?",115,NCCN_pdf/brain-gliomas-patient.pdf
277c7eee-951b-4959-8177-4ef95b2930c1,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,64,91,66,66,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions » Questions to ask Questions about your care team’s experience 1. Are you board certified? If yes, in what area? 2. What is your experience as well as your team's experience with treating the type of cancer I have? 3. How many patients like me (of the same age, gender, race) have you treated? 4. Will you be consulting with experts to discuss my care? Who will you consult? 5. Is this treatment (or procedure) a major part of your practice? How often have you done this treatment (or procedure) in the last year? 6. How many of your patients have had complications? What were the complications?",117,NCCN_pdf/brain-gliomas-patient.pdf
07490706-ddc6-4c51-ac59-d7bba27b48b8,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,65,92,67,67,"NCCN Guidelines for Patients® Glioma, 2024 8 Making treatment decisions » Resources Resources",13,NCCN_pdf/brain-gliomas-patient.pdf
503b8d8e-d812-4e49-8c36-1141f7e87046,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,CancerCare,93,67,67,Cancercare.org Cancer Hope Network Cancerhopenetwork.org,5,NCCN_pdf/brain-gliomas-patient.pdf
b41066d0-f95a-497d-93c4-55ae225d4b91,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,MedlinePlus,94,67,67,medlineplus.gov/cancers.html National Cancer Institute cancer.gov National Coalition for Cancer Survivorship canceradvocacy.org Triage Cancer Triagecancer.org,14,NCCN_pdf/brain-gliomas-patient.pdf
3b91dc2c-4b2d-4c27-9273-3df4e8077a4e,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,66,95,68,68,"NCCN Guidelines for Patients® Glioma, 2024 Ü",7,NCCN_pdf/brain-gliomas-patient.pdf
88404fcc-0237-4df9-92bd-b9f70786a17a,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,67,96,69,69,"NCCN Guidelines for Patients® Glioma, 2024 Words to know Words to know adjuvant therapy Additional treatment given after the main treatment to lower the chances of the cancer returning. advance care planning Making decisions now about the care you would want to receive if you become unable to make medical decisions or to speak for yourself. alternating electric field therapy A treatment that uses low-intensity energy to stop tumor cells from multiplying. Also called tumor treating fields (TTFields).",78,NCCN_pdf/brain-gliomas-patient.pdf
9aff84af-d998-42d3-9636-2fbfcaf2cdd3,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,astrocytoma,97,69,69,"A glioma that looks like small, star-shaped cells (astrocytes) found in the central nervous system.",15,NCCN_pdf/brain-gliomas-patient.pdf
6f7f3e4b-2efe-423c-a584-0f5b6adbb4b1,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,biomarker,98,69,69,"Any chemical, substance, or other sign in your body that can be measured to assess your health.",17,NCCN_pdf/brain-gliomas-patient.pdf
c176b56a-8742-4d9e-be6f-01fae571fa93,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,biopsy,99,69,69,A procedure that removes fluid or tissue samples to be tested for a disease. central nervous system The brain and spinal cord.,22,NCCN_pdf/brain-gliomas-patient.pdf
96e68333-b5d4-46a8-8958-52e7343fa25d,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,chemotherapy,100,69,69,A drug treatment that damages and destroys rapidly dividing cells throughout the body.,13,NCCN_pdf/brain-gliomas-patient.pdf
1aa1a440-de46-4368-a5ee-33dd940a8cea,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,chromosomes,101,69,69,The structures within cells that contain coded instructions for cell behavior. clinical trial A research study that assesses how well health tests or treatments work in people. computed tomography (CT) An imaging test that uses x-rays from many angles to make a picture of the inside of the body.,49,NCCN_pdf/brain-gliomas-patient.pdf
15d9b9a0-459d-4bdf-87a0-4c924aa0a970,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,diagnosis,102,69,69,"The identification of an illness based on tests. follow-up care Health care that involves regular check-ups, which begin after treatment has ended.",22,NCCN_pdf/brain-gliomas-patient.pdf
a3e036ca-19d6-4ec6-9d1b-c44a8f1d774c,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,glioblastoma,103,69,69,"A fast-growing, malignant, high-grade tumor found in the central nervous system.",11,NCCN_pdf/brain-gliomas-patient.pdf
aa2a538c-ec2c-4bc9-8fd8-aa1af808b25f,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,glioma,104,69,69,A malignant tumor that develops from brain cells called glial cells. high-grade glioma A rapidly growing grade 3 or grade 4 brain tumor that develops from glial cells.,28,NCCN_pdf/brain-gliomas-patient.pdf
4014f991-d422-4d8a-b9ed-0e09495ac952,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,imaging,105,69,69,A technology that makes pictures (images) of the insides of the body.,12,NCCN_pdf/brain-gliomas-patient.pdf
47273914-f660-41a5-b712-df502e4ebb2b,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,infusion,106,69,69,A method of giving drugs slowly through a needle into a vein. low-grade glioma A slower-growing grade 1 or grade 2 brain tumor that develops from glial cells. magnetic resonance imaging (MRI) An imaging process that uses a magnetic field and radio waves to make pictures of the inside of the body.,52,NCCN_pdf/brain-gliomas-patient.pdf
633b0d4e-46a7-45be-ba3d-57805d9df47a,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,68,107,70,70,"NCCN Guidelines for Patients® Glioma, 2024 Words to know multidisciplinary care A treatment method where doctors, specialists, and other health providers work and communicate as a team to provide expert care for the patient.",34,NCCN_pdf/brain-gliomas-patient.pdf
3f6eb4b1-6b38-450f-9ba3-c45ebc786647,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,mutation,108,70,70,An abnormal change in the genetic code (DNA) of a gene within cells.,13,NCCN_pdf/brain-gliomas-patient.pdf
65cf16e9-438b-4dba-bb28-ac72eeeed668,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,neuropathologist,109,70,70,A doctor who specializes in testing cells and tissue of the central nervous system to find disease.,17,NCCN_pdf/brain-gliomas-patient.pdf
f9c2f204-63af-4b14-9ad5-2bc6468e5b4a,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,observation,110,70,70,A period of testing for changes in cancer status while not receiving treatment.,13,NCCN_pdf/brain-gliomas-patient.pdf
efd0ed5d-825b-4e96-8adf-cba9885f52fa,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,oligodendrocytes,111,70,70,Glial cells that cover and protect nerve cells in the brain and spinal cord.,14,NCCN_pdf/brain-gliomas-patient.pdf
a68af84f-2323-4234-9113-7b218bf376d2,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,oligodendroglioma,112,70,70,A slower-growing glioma that looks similar to oligodendrocytes in the central nervous system. performance status A rating of a person’s overall health and ability to do ordinary activities.,28,NCCN_pdf/brain-gliomas-patient.pdf
12d02b40-6163-4f6f-956e-fe2ca9411b23,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,prognosis,113,70,70,The likely course and outcome of a disease.,8,NCCN_pdf/brain-gliomas-patient.pdf
0644a200-cf55-4c35-8fb9-1e7b540bb1bb,Brain Gliomas,NCCN,NCCN Guidelines for Patients: Glioma,2024-04-16,progression,114,70,70,The growth or spread of cancer after being treated.,9,NCCN_pdf/brain-gliomas-patient.pdf
